"","API_Number","Document.Number","Receive.Date","Operator.Number","Operator","Address","City","State","Zip.Code","API.State.Code","API.County.Code","API.Sequence.Number","Well.Name","Well.Number","Qtr.Qtr","Section","Township","Range","Shut.In.Injection.well","Last.approved.MIT","Test.Type","Describe.Repairs.or.Other.Activities.","Injection.Producing.Zones","Perforation.Interval","Open.Hole.Interval","Bridge.Cement.Plug.Depth","Test.Date","Well.Status.during.test","Casing.Before","Initial.Tubing","Final.Tubing","Start.Casing","X5.Min.Casing","X10.Min.Casing","Final.Casing","Loss.or.Gain","Witness","Date.Submitted","Form.Status","Status.Date","Latitude","Longitude","Utm_X","Utm_Y"
"5610","05-123-23911",401989922,"5/3/2019 9:02:05",8960,"BONANZA CREEK ENERGY OPERATING COMPANY LLC        ","410 17TH STREET  SUITE #1400                      ","DENVER                        ","CO","80202     ","05","123","23911","PRONGHORN                          ","41-9           ","NENE  ",9,"5N    ","61W    ","SHUT-IN             ","4/6/2014 0:00:00","SI/TA MAINTENANCE STATUS","-","NB-CD ","6188-6420                     ","                         ","6056  ","3/26/2019 0:00:00","TA",12,NA,NA,564,563,561,560,-4,"N","5/3/2019 9:02:05","APPROVED  ","5/9/2019 12:40:40",40.42114,-104.207,567273,4474803
"5611","05-123-23912",200407266,"6/10/2014 0:00:00",8960,"BONANZA CREEK ENERGY OPERATING COMPANY LLC        ","410 17TH STREET  SUITE #1400                      ","DENVER                        ","CO","80202     ","05","123","23912","PRONGHORN                          ","31-15          ","NWNE  ",15,"5N    ","61W    ","SHUT-IN             ","","SI/TA MAINTENANCE STATUS","-CIBP W/2 sx.","NBRR  ","6000-6104                     ","NA                       ","5920  ","4/6/2014 0:00:00","SI",NA,NA,NA,453,449,447,444,-9,"N","4/30/2014 0:00:00","APPROVED  ","6/10/2014 0:00:00",40.40667,-104.19233,568532,4473208
"5612","05-123-23913",200406663,"6/3/2014 0:00:00",8960,"BONANZA CREEK ENERGY OPERATING COMPANY LLC        ","410 17TH STREET  SUITE #1400                      ","DENVER                        ","CO","80202     ","05","123","23913","PRONGHORN                          ","11-12          ","NWNW  ",12,"5N    ","61W    ","SHUT-IN             ","","SI/TA MAINTENANCE STATUS","-CIBP W/2 SX","NBRR  ","5946-6124                     ","NA                       ","5896  ","4/6/2014 0:00:00","TA",NA,NA,NA,457,456,455,457,0,"","4/6/2014 0:00:00","APPROVED  ","6/3/2014 0:00:00",40.42144,-104.16356,570958,4474870
"5613","05-123-23914",402046186,"5/16/2019 9:08:45",8960,"BONANZA CREEK ENERGY OPERATING COMPANY LLC        ","410 17TH STREET  SUITE #1400                      ","DENVER                        ","CO","80202     ","05","123","23914","PRONGHORN                          ","22-12          ","SENW  ",12,"5N    ","61W    ","SHUT-IN             ","5/20/2014 0:00:00","SI/TA MAINTENANCE STATUS","-WELL HAD 288# ON THE CSG, BLEW CSG FLAT, STARTED MIT TEST 7 MINUTES INTO THE PRESSURE LOG.","NBRR  ","5974-6088                     ","                         ","5924  ","5/14/2019 0:00:00","SI",288,NA,NA,506,505,505,504,-2,"N","5/16/2019 9:08:45","APPROVED  ","5/16/2019 13:54:19",40.41783,-104.15872,571372,4474474
"5614","05-123-23914",200407568,"6/16/2014 0:00:00",8960,"BONANZA CREEK ENERGY OPERATING COMPANY LLC        ","410 17TH STREET  SUITE #1400                      ","DENVER                        ","CO","80202     ","05","123","23914","PRONGHORN                          ","22-12          ","SENW  ",12,"5N    ","61W    ","SHUT-IN             ","","SI/TA MAINTENANCE STATUS","-","NBRR  ","5974-5986                     ","NA                       ","5924  ","5/20/2014 0:00:00","SI",NA,NA,NA,532,521,513,507,-25,"N","5/23/2014 0:00:00","APPROVED  ","6/16/2014 0:00:00",40.41783,-104.15872,571372,4474474
"5615","05-123-23917",2362505,"6/4/2014 0:00:00",8960,"BONANZA CREEK ENERGY OPERATING COMPANY LLC        ","410 17TH STREET  SUITE #1400                      ","DENVER                        ","CO","80202     ","05","123","23917","PRONGHORN                          ","23-7           ","NESW  ",7,"5N    ","61W    ","SHUT-IN             ","","SI/TA MAINTENANCE STATUS","-","NBRR  ","5980-6146                     ","                         ","5920  ","5/23/2014 0:00:00","TA",0,0,0,518,511,510,510,-8,"N","6/3/2014 0:00:00","APPROVED  ","10/12/2015 11:20:45",40.41389,-104.25497,563210,4473963
"5616","05-123-23918",200407554,"6/16/2014 0:00:00",8960,"BONANZA CREEK ENERGY OPERATING COMPANY LLC        ","410 17TH STREET  SUITE #1400                      ","DENVER                        ","CO","80202     ","05","123","23918","PRONGHORN                          ","34-22          ","SWSE  ",22,"5N    ","61W    ","SHUT-IN             ","","SI/TA MAINTENANCE STATUS","-","NBRR  ","5925-5930                     ","NA                       ","5865  ","5/22/2014 0:00:00","SI",0,NA,NA,537,526,517,510,-27,"N","5/23/2014 0:00:00","APPROVED  ","6/16/2014 0:00:00",40.38097,-104.19258,568537,4470355
"5617","05-123-23929",200406669,"6/3/2014 0:00:00",8960,"BONANZA CREEK ENERGY OPERATING COMPANY LLC        ","410 17TH STREET  SUITE #1400                      ","DENVER                        ","CO","80202     ","05","123","23929","PRONGHORN                          ","31-4           ","NWNE  ",4,"5N    ","61W    ","SHUT-IN             ","","SI/TA MAINTENANCE STATUS","-","NBRR  ","60                            ","","5988  ","5/15/2014 0:00:00","TA",0,NA,NA,532,522,516,514,-18,"N","","APPROVED  ","6/3/2014 0:00:00",40.43569,-104.21178,566853,4476415
"5618","05-123-23945",402274085,"12/30/2019 11:09:56",10071,"HIGHPOINT OPERATING CORPORATION                   ","555 17TH ST STE 3700                              ","DENVER                        ","CO","80202     ","05","123","23945","ROTHE                              ","CSW-31         ","SWSW  ",31,"5N    ","63W    ","SHUT-IN             ","","SI/TA MAINTENANCE STATUS","-","NB-CD ","6450-6658                     ","                         ","6400  ","12/27/2019 0:00:00","TA",4,0,0,358,358,357,356,-2,"","12/30/2019 11:09:56","APPROVED  ","12/30/2019 13:38:16",40.35178,-104.48354,543858,4466931
"5619","05-123-23951",401866772,"12/10/2018 9:29:21",69175,"PDC ENERGY INC                                    ","1775 SHERMAN STREET - STE 3000                    ","DENVER                        ","CO","80203     ","05","123","23951","CASS                               ","5              ","NWNE  ",14,"5N    ","65W    ","SHUT-IN             ","","SI/TA MAINTENANCE STATUS","-","NB-CD ","6636-6958                     ","                         ","6587  ","12/6/2018 0:00:00","TA",0,0,0,515,515,515,515,0,"N","12/10/2018 9:29:21","APPROVED  ","12/17/2018 8:20:02",40.40265,-104.62567,531764,4472516
"5620","05-123-23959",400940388,"11/20/2015 9:12:23",47120,"KERR MCGEE OIL & GAS ONSHORE LP                   ","P O BOX 173779                                    ","DENVER                        ","CO","80217-3779","05","123","23959","KODAK                              ","34-25          ","SWNW  ",34,"6N    ","67W    ","SHUT-IN             ","","SI/TA MAINTENANCE STATUS","-WELL SHUT-IN.  MIT TO RETURN TO PRODUCTION","NB-CD ","6768-6908, 7080-7104          ","                         ","6699  ","11/19/2015 0:00:00","SI",0,0,0,359,359,359,359,0,"Y","11/20/2015 9:12:23","APPROVED  ","12/2/2015 15:38:57",40.446629,-104.885515,509708,4477337
"5621","05-123-23997",400912256,"10/6/2015 14:56:43",47120,"KERR MCGEE OIL & GAS ONSHORE LP                   ","P O BOX 173779                                    ","DENVER                        ","CO","80217-3779","05","123","23997","Dechant                            ","31-19          ","NWNE  ",19,"2N    ","65W    ","SHUT-IN             ","","SI/TA MAINTENANCE STATUS","-WELL SHUT-IN - PER E-MAIL FROM DIANA BURN WITH COGCC HAS APPROVED RETRIEVABLE PLUG BEING SET 120' ABOVE.","CODL  ","7378 - 7392                   ","                         ","      ","10/6/2015 0:00:00","SI",0,0,0,419,418,417,417,-2,"Y","10/6/2015 14:56:43","APPROVED  ","10/13/2015 11:01:46",40.12997,-104.70523,525114,4442224
"5622","05-123-24016",400920007,"10/19/2015 9:53:01",69175,"PDC ENERGY INC                                    ","1775 SHERMAN STREET - STE 3000                    ","DENVER                        ","CO","80203     ","05","123","24016","CECIL                              ","42-26          ","SENE  ",26,"7N    ","64W    ","SHUT-IN             ","","SI/TA MAINTENANCE STATUS","-","NB-CD ","6748-7028                     ","                         ","6695  ","10/16/2015 0:00:00","SI",0,0,0,518,518,519,519,1,"N","10/19/2015 9:53:01","APPROVED  ","10/19/2015 15:09:03",40.54619,-104.5105,541449,4488497
"5623","05-123-24035",200359989,"8/13/2012 0:00:00",46290,"K P KAUFFMAN COMPANY INC                          ","1675 BROADWAY, STE 2800                           ","DENVER                        ","CO","80202     ","05","123","24035","BLISS                              ","41-21          ","NENE  ",21,"2N    ","68W    ","SHUT-IN             ","","SI/TA MAINTENANCE STATUS","-","SNSD  ","","","","8/13/2012 0:00:00","PA",0,0,0,570,570,570,570,0,"Y","8/13/2012 0:00:00","APPROVED  ","8/13/2012 0:00:00",40.12867,-105.00006,499995,4442038
"5624","05-123-24035",401390009,"8/29/2017 13:02:35",46290,"K P KAUFFMAN COMPANY INC                          ","1675 BROADWAY, STE 2800                           ","DENVER                        ","CO"," 80202    ","05","123","24035","BLISS                              ","41-21          ","NENE  ",21,"2N    ","68W    ","SHUT-IN             ","8/13/2012 0:00:00","SI/TA MAINTENANCE STATUS","-","SX-SN ","4358-4830                     ","                         ","4258  ","8/9/2017 0:00:00","SI",465,NA,NA,465,465,465,465,0,"N","8/29/2017 13:02:35","APPROVED  ","12/27/2017 14:18:42",40.12867,-105.00006,499995,4442038
"5625","05-123-24041",401096684,"8/22/2016 8:41:29",47120,"KERR MCGEE OIL & GAS ONSHORE LP                   ","P O BOX 173779                                    ","DENVER                        ","CO","80217-3779","05","123","24041","BADDING                            ","31-25          ","NWNE  ",25,"2N    ","66W    ","SHUT-IN             ","","SI/TA MAINTENANCE STATUS","-MIT TO MAINTAIN SHUT IN STATUS","JSND  ","7942 - 7954                   ","                         ","7876  ","8/18/2016 0:00:00","SI",0,0,0,330,330,330,330,0,"Y","8/22/2016 8:41:29","APPROVED  ","9/2/2016 9:53:42",40.11532,-104.7233,523579,4440593
"5626","05-123-24051",401416572,"10/4/2017 14:37:49",10110,"GREAT WESTERN OPERATING COMPANY LLC               ","1801 BROADWAY #500                                ","DENVER                        ","CO","80202     ","05","123","24051","GREAT WESTERN                      ","26-13          ","NWSW  ",26,"6N    ","67W    ","SHUT-IN             ","","SI/TA MAINTENANCE STATUS","-","NB-CD ","6788'-7124'                   ","                         ","6721  ","9/29/2017 0:00:00","SI",0,0,0,516,515,514,513,-3,"N","10/4/2017 14:37:49","APPROVED  ","2/5/2018 11:09:00",40.45561,-104.86856,511145,4478336
"5627","05-123-24052",401919605,"1/28/2019 9:54:15",10110,"GREAT WESTERN OPERATING COMPANY LLC               ","1001 17TH STREET #2000                            ","DENVER                        ","CO","80202     ","05","123","24052","GREAT WESTERN                      ","26-23          ","NWSW  ",26,"6N    ","67W    ","SHUT-IN             ","","SI/TA MAINTENANCE STATUS","-","NB-CD ","6988-7198                     ","                         ","6911  ","1/19/2019 0:00:00","TA",0,0,0,408,404,402,402,-6,"N","1/28/2019 9:54:15","APPROVED  ","3/11/2019 12:06:47",40.45489,-104.86589,511371,4478256
"5628","05-123-24054",401919724,"1/28/2019 10:14:06",10110,"GREAT WESTERN OPERATING COMPANY LLC               ","1001 17TH STREET #2000                            ","DENVER                        ","CO","80202     ","05","123","24054","GREAT WESTERN                      ","26-53          ","NWSW  ",26,"6N    ","67W    ","SHUT-IN             ","","SI/TA MAINTENANCE STATUS","-","NB-CD ","6800-7138                     ","                         ","6717  ","1/19/2019 0:00:00","TA",0,0,0,409,407,406,406,-3,"N","1/28/2019 10:14:06","APPROVED  ","3/11/2019 13:56:09",40.45483,-104.86586,511374,4478250
"5629","05-123-24061",401919691,"1/28/2019 10:05:38",10110,"GREAT WESTERN OPERATING COMPANY LLC               ","1001 17TH STREET #2000                            ","DENVER                        ","CO","80202     ","05","123","24061","GREAT WESTERN                      ","26-24          ","SESW  ",26,"6N    ","67W    ","SHUT-IN             ","","SI/TA MAINTENANCE STATUS","-","NB-CD ","6832-7106                     ","                         ","6726  ","1/19/2019 0:00:00","TA",0,10,10,412,409,406,405,-7,"N","1/28/2019 10:05:38","APPROVED  ","3/11/2019 13:31:00",40.45303,-104.86394,511537,4478050
"5630","05-123-24062",401595212,"4/3/2018 11:01:14",46290,"K P KAUFFMAN COMPANY INC                          ","1675 BROADWAY, STE 2800                           ","DENVER                        ","CO"," 80202    ","05","123","24062","BARNES                             ","2-4X           ","NWSE  ",4,"2N    ","67W    ","SHUT-IN             ","4/2/2013 0:00:00","SI/TA MAINTENANCE STATUS","-","SX-SN ","4430-4914                     ","                         ","4380  ","3/30/2018 0:00:00","TA",0,NA,NA,415,415,415,415,0,"N","4/3/2018 11:01:14","APPROVED  ","5/7/2018 16:05:58",40.16594,-104.89236,509166,4446181
"5631","05-123-24062",200378028,"4/9/2013 0:00:00",46290,"K P KAUFFMAN COMPANY INC                          ","1675 BROADWAY, STE 2800                           ","DENVER                        ","CO","80202     ","05","123","24062","BARNES                             ","#2-4X          ","NWSE  ",4,"2N    ","67W    ","SHUT-IN             ","","5-YEAR UIC TEST","-","SUSX  ","4430-4914                     ","NA                       ","","4/2/2013 0:00:00","SI",0,0,0,520,520,520,520,0,"Y","4/2/2013 0:00:00","APPROVED  ","4/9/2013 0:00:00",40.16594,-104.89236,509166,4446181
"5632","05-123-24085",400914882,"10/9/2015 10:41:45",69175,"PDC ENERGY INC                                    ","1775 SHERMAN STREET - STE 3000                    ","DENVER                        ","CO","80203     ","05","123","24085","BROWN                              ","12-2           ","SWNW  ",2,"6N    ","63W    ","SHUT-IN             ","","SI/TA MAINTENANCE STATUS","-","NB-CD ","6506-6744                     ","                         ","6468  ","10/2/2015 0:00:00","SI",0,0,0,511,511,511,511,0,"N","10/9/2015 10:41:45","APPROVED  ","10/13/2015 15:14:25",40.51814,-104.41011,549970,4485435
"5633","05-123-24094",400906986,"9/29/2015 9:01:59",69175,"PDC ENERGY INC                                    ","1775 SHERMAN STREET - STE 3000                    ","DENVER                        ","CO","80203     ","05","123","24094","BROWN                              ","22-2           ","SENW  ",2,"6N    ","63W    ","SHUT-IN             ","","SI/TA MAINTENANCE STATUS","-","CODL  ","6757-6764                     ","                         ","6721  ","9/23/2015 0:00:00","SI",0,0,0,515,515,515,515,0,"N","9/29/2015 9:01:59","APPROVED  ","10/13/2015 10:12:31",40.51753,-104.40686,550246,4485370
"5634","05-123-24113",401940432,"2/14/2019 13:58:23",10633,"CRESTONE PEAK RESOURCES OPERATING LLC             ","1801 CALIFORNIA STREET #2500                      ","DENVER                        ","CO","80202     ","05","123","24113","PARKER                             ","2-0-33         ","NENW  ",33,"3N    ","67W    ","SHUT-IN             ","","SI/TA MAINTENANCE STATUS","-","","7082 - 7826                   ","                         ","7010  ","1/15/2019 0:00:00","TA",345,360,0,532,530,529,528,-4,"N","2/14/2019 13:58:23","APPROVED  ","4/23/2019 9:46:00",40.18725,-104.89722,508749,4448546
"5635","05-123-24121",401721149,"8/24/2018 14:56:18",10110,"GREAT WESTERN OPERATING COMPANY LLC               ","1001 17TH STREET #2000                            ","DENVER                        ","CO","80202     ","05","123","24121","GREAT WESTERN                      ","27-42          ","SENE  ",27,"6N    ","67W    ","SHUT-IN             ","","SI/TA MAINTENANCE STATUS","-","NB-CD ","6910-7128                     ","                         ","6823  ","8/14/2018 0:00:00","TA",0,7,400,410,407,406,404,-6,"N","8/24/2018 14:56:18","APPROVED  ","8/27/2018 10:32:05",40.45944,-104.873,510768,4478760
"5636","05-123-24122",401721136,"8/24/2018 14:55:49",10110,"GREAT WESTERN OPERATING COMPANY LLC               ","1001 17TH STREET #2000                            ","DENVER                        ","CO","80202     ","05","123","24122","GREAT WESTERN                      ","27-51          ","SENE  ",27,"6N    ","67W    ","SHUT-IN             ","","SI/TA MAINTENANCE STATUS","-","NB-CD ","6804-7136                     ","                         ","6727  ","8/14/2018 0:00:00","TA",1,25,410,415,414,412,412,-3,"N","8/24/2018 14:55:49","APPROVED  ","8/27/2018 10:32:04",40.46142,-104.87475,510619,4478980
